_ROW,_FIVETRAN_SYNCED,EXPOSED_,EXPOSED_FILTER,WEIGHT_SET,CONTROL_,EXPOSED_N,LIMITING_FILTER,STATISTICAL_SIGNIFICANCE,FOLDER_NAME,CONTROL_N,LIFT,SID,FILTER,DELTA,METRIC,CONTROL_FILTER,CID,TIMESTAMP,TIMESTAMP_DATE,CHANNEL,METRIC_CLEAN,IS_SIGNIFICANT
6769,2025-12-03 22:52:49.449000000,0.509,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.697,550,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - DoorDash,31,-0.269,374821,Several times a week,-0.187,More than Restaurant Aided Awareness: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Aided Awareness: Fresh Food & Produce,False
6173,2025-12-03 22:52:49.445000000,0.701,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.599,1000,Timestamp: 3/1/25-3/31/25,0.981999882,Gender,131,0.17,374821,Male,0.102,BA: Is an essential part of my life,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,BA: Is an essential part of my life,False
14704,2025-12-03 22:52:49.472000000,0.579,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),1.0,19,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - DoorDash,9,-0.421,374821,Several times a week,-0.421,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
14545,2025-12-03 22:52:49.472000000,0.318,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.387,44,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - DoorDash,26,-0.178,374821,I did not use in the past 30 days,-0.069,BA MDS: Is different,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,BA MDS: Is different,False
22043,2025-12-03 22:52:49.491000000,0.592,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.581,223,Timestamp: 4/1/25-6/30/25,0.183248728,Gender,192,0.019,374821,Male,0.011,BA: Has my favorite brands or stores,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,BA: Has my favorite brands or stores,False
22480,2025-12-03 22:52:49.492000000,0.474,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.391,133,Timestamp: 4/1/25-6/30/25,0.814612097,Past Brand Recency - DoorDash,120,0.211,374821,I did not use in the past 30 days,0.083,BA MDS: Meets needs,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,BA MDS: Meets needs,False
29978,2025-12-03 22:52:49.506000000,0.789,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.791,768,Timestamp: 3/1/25-3/31/25,0.040208145,Gender,277,-0.002,374821,Male,-0.001,BA: Makes my life easier,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,BA: Makes my life easier,True
39969,2025-12-03 22:52:49.524000000,0.193,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.108,181,Timestamp: 3/1/25-3/31/25,0.957364528,Age,130,0.784,374821,45-54,0.085,DashPass Aided Awareness (DD aware non-users),XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Aided Awareness (DD aware non-users),False
2552,2025-12-03 22:52:49.433000000,0.41,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.443,770,Timestamp: 2/1/25-2/28/25,0.378113632,Past Brand Recency - Amazon,61,-0.073,374821,Several times a week,-0.032,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
10487,2025-12-03 22:52:49.460000000,0.739,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.673,586,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Amazon,48,0.099,374821,Several times a week,0.066,More than Restaurant Aided Awareness,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Aided Awareness,False
7429,2025-12-03 22:52:49.451000000,0.695,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.563,256,Timestamp: 3/1/25-3/31/25,0.940312691,Past Brand Recency - Uber Eats,54,0.235,374821,Less than once a week,0.132,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
15024,2025-12-03 22:52:49.474000000,0.409,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.379,22,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,24,0.08,374821,I did not use in the past 30 days,0.03,More than Restaurant Consideration,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Consideration,False
15364,2025-12-03 22:52:49.475000000,0.333,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.448,21,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Uber Eats,11,-0.256,374821,Less than once a week,-0.114,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,"DashPass Benefits: Provides more value than other non-delivery subscription services (e.g. TV streaming, audio streaming, fitness, fashion, etc)",False
36348,2025-12-03 22:52:49.517000000,0.508,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.368,429,Timestamp: 2/1/25-2/28/25,0.999670378,DashPass Benefit Awareness,275,0.38,374821,$0 Delivery + 1 Other Benefit (DP users),0.14,More than Restaurant Aided Awareness: Flowers,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Aided Awareness: Flowers,False
44283,2025-12-03 22:52:49.532000000,0.584,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.503,1131,Timestamp: 4/1/25-6/30/25,0.999637706,DashPass Benefit Awareness,849,0.162,374821,$0 Delivery + 1 Other Benefit (DP users),0.082,More than Restaurant Aided Awareness: Household Essentials,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Aided Awareness: Household Essentials,False
2892,2025-12-03 22:52:49.434000000,0.848,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.873,211,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Grubhub,39,-0.028,374821,I did not use in the past 30 days,-0.025,DashPass Aided Awareness (DD users),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Aided Awareness (DD users),False
40885,2025-12-03 22:52:49.526000000,0.391,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.355,593,Timestamp: 3/1/25-3/31/25,0.760394758,Delivery Category,431,0.102,374821," Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.036,More than Restaurant Consideration: Flowers,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Flowers,False
10827,2025-12-03 22:52:49.461000000,0.905,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.858,148,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Grubhub,37,0.056,374821,I did not use in the past 30 days,0.048,DashPass Aided Awareness,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Aided Awareness,False
13768,2025-12-03 22:52:49.469000000,1.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),1.0,1,Timestamp: 2/1/25-2/28/25,,Ethnicity,3,0.0,374821,Other,0.0,Brand Familiarity,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,Brand Familiarity,False
41225,2025-12-03 22:52:49.526000000,0.196,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.234,265,Timestamp: 3/1/25-3/31/25,0.689061973,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",227,-0.161,374821,4-9,-0.038,Unaided Brand Awareness (Any Mention) - Amazon,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,Unaided Brand Awareness (Any Mention) - Amazon,False
21703,2025-12-03 22:52:49.491000000,1.0,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),1.0,6,Timestamp: 4/1/25-6/30/25,,Ethnicity,6,0.0,374821,Other,0.0,Aided Awareness,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,Aided Awareness,False
11306,2025-12-03 22:52:49.462000000,0.435,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.642,147,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Uber Eats,26,-0.321,374821,I did not use in the past 30 days,-0.206,More than Restaurant Consideration: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Consideration: Fresh Food & Produce,False
29638,2025-12-03 22:52:49.505000000,0.333,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.0,9,Timestamp: 3/1/25-3/31/25,,Ethnicity,1,0.0,374821,Other,0.333,Unaided Brand Awareness (Any Mention),XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,Unaided Brand Awareness (Any Mention),False
36688,2025-12-03 22:52:49.518000000,0.741,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.677,822,Timestamp: 2/1/25-2/28/25,0.991593538,Delivery Category,594,0.095,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.064,DashPass Benefits: Makes members' lives better,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,DashPass Benefits: Makes members' lives better,False
47564,2025-12-03 22:52:49.537000000,0.331,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.256,484,Timestamp: 4/1/25-6/30/25,0.993525911,Past Brand Usage,649,0.289,374821,Used Competitor but NOT Used DoorDash,0.074,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
12852,2025-12-03 22:52:49.466000000,0.267,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.248,135,Timestamp: 2/1/25-2/28/25,0.262860892,Delivery Category,110,0.076,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.019,More than Restaurant Aided Awareness: Pet Supplies,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Aided Awareness: Pet Supplies,False
20787,2025-12-03 22:52:49.489000000,0.308,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.318,419,Timestamp: 4/1/25-6/30/25,0.244093993,Delivery Category,363,-0.032,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",-0.01,More than Restaurant Aided Awareness: Baby Supplies,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Aided Awareness: Baby Supplies,False
45102,2025-12-03 22:52:49.533000000,0.355,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.304,784,Timestamp: 4/1/25-6/30/25,0.967017054,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",803,0.165,374821,2-3,0.05,More than Restaurant Consideration: Baby Supplies,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Consideration: Baby Supplies,False
28722,2025-12-03 22:52:49.503000000,0.384,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.328,987,Timestamp: 3/1/25-3/31/25,0.947104601,Delivery Category,394,0.169,374821," Groceries (e.g., dairy, eggs, produce, meat, bread, snacks, pasta, etc.)",0.056,More than Restaurant Aided Awareness: Flowers,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Aided Awareness: Flowers,False
10050,2025-12-03 22:52:49.458000000,0.0,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.0,0,Timestamp: 4/1/25-4/30/25,,Gender,0,0.0,374821,I prefer to self identify,0.0,Consideration (Top 2 Box),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,Consideration (Top 2 Box),False
17985,2025-12-03 22:52:49.483000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Gender,0,0.0,374821,I prefer to self identify,0.0,Brand Favorability,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,Brand Favorability,False
4758,2025-12-03 22:52:49.441000000,0.536,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.542,362,Timestamp: 3/1/25-3/31/25,0.09034162,DashPass Use,121,-0.011,374821,Heard of it but haven't used it,-0.006,DashPass Benefits: Makes members' lives better,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits: Makes members' lives better,False
46648,2025-12-03 22:52:49.535000000,0.422,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.349,488,Timestamp: 4/1/25-6/30/25,0.978540347,Past Brand Recency - Grubhub,456,0.209,374821,Once a week,0.073,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,False
12693,2025-12-03 22:52:49.465000000,0.358,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.313,53,Timestamp: 2/1/25-2/28/25,0.375324728,DashPass Use,51,0.145,374821,Heard of it but haven't used it,0.045,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
3967,2025-12-03 22:52:49.439000000,0.0,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Past Brand Usage,0,0.0,374821,Used Competitor but NOT Used DoorDash,0.0,DashPass Actions – Saw a Deal,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Actions – Saw a Deal,False
11902,2025-12-03 22:52:49.464000000,0.238,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.22,420,Timestamp: 4/1/25-4/30/25,0.242348002,Past Brand Usage,62,0.081,374821,Used Competitor but NOT Used DoorDash,0.018,Unaided Brand Awareness (Any Mention) - Uber Eats,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,Unaided Brand Awareness (Any Mention) - Uber Eats,False
20157,2025-12-03 22:52:49.488000000,0.165,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.151,345,Timestamp: 4/1/25-6/30/25,0.381567883,Children in HH,299,0.095,374821,No,0.014,First Choice Consideration,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,First Choice Consideration,False
35911,2025-12-03 22:52:49.516000000,0.496,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.376,496,Timestamp: 2/1/25-2/28/25,0.999285952,Age,333,0.319,374821,35-44,0.12,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Aided Awareness: Packaged Food & Non-Alcoholic Beverages,False
43846,2025-12-03 22:52:49.531000000,0.473,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.389,1135,Timestamp: 4/1/25-6/30/25,0.999863042,Age,1070,0.215,374821,35-44,0.084,More than Restaurant Aided Awareness: Alcoholic Beverages,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,More than Restaurant Aided Awareness: Alcoholic Beverages,False
27772,2025-12-03 22:52:49.502000000,0.047,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.061,385,Timestamp: 2/1/25-2/28/25,0.509879265,Past Brand Usage,149,-0.238,374821,Used Competitor but NOT Used DoorDash,-0.015,Unaided Brand Awareness (Any Mention) - GrubHub,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,Unaided Brand Awareness (Any Mention) - GrubHub,False
1040,2025-12-03 22:52:49.423000000,0.672,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.578,1345,Timestamp: 2/1/25-2/28/25,0.988341449,Delivery Category,185,0.162,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.094,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,False
8975,2025-12-03 22:52:49.456000000,0.644,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.643,1110,Timestamp: 4/1/25-4/30/25,0.028232014,Delivery Category,122,0.003,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.002,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits: Consistently adds valuable perks and benefits for members,True
90,2025-12-03 22:52:49.410000000,0.306,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.164,173,Timestamp: 2/1/25-2/28/25,,Age,27,0.865,374821,18-24,0.142,More than Restaurant Consideration: Baby Supplies,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Consideration: Baby Supplies,False
8025,2025-12-03 22:52:49.453000000,0.272,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.209,158,Timestamp: 4/1/25-4/30/25,,Age,16,0.303,374821,18-24,0.063,More than Restaurant Consideration: Flowers,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,More than Restaurant Consideration: Flowers,False
11147,2025-12-03 22:52:49.462000000,0.697,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.714,195,Timestamp: 4/1/25-4/30/25,,Past Brand Recency - Instacart,21,-0.023,374821,Less than once a week,-0.016,DashPass Benefits: Save more than other delivery subscription services,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,DashPass Benefits: Save more than other delivery subscription services,False
24845,2025-12-03 22:52:49.496000000,0.06,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.113,987,Timestamp: 2/1/25-2/28/25,0.998936962,Delivery Category,356,-0.471,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",-0.053,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefit Awareness: $0 Delivery + 1 Other Benefit (DP aware non-users),False
3842,2025-12-03 22:52:49.438000000,0.38,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.33,1392,Timestamp: 2/1/25-2/28/25,0.744451953,Past Brand Usage,132,0.152,374821,Instacart,0.05,Unaided Brand Awareness (Any Mention) - Uber Eats,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,Unaided Brand Awareness (Any Mention) - Uber Eats,False
23895,2025-12-03 22:52:49.495000000,0.344,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.285,154,Timestamp: 2/1/25-2/28/25,,Age,36,0.209,374821,18-24,0.059,More than Restaurant Consideration: Personal Care & Beauty,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Personal Care & Beauty,False
34836,2025-12-03 22:52:49.514000000,0.781,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.769,1079,Timestamp: 4/1/25-6/30/25,0.234811203,Past Brand Recency - Grubhub,103,0.017,374821,Several times a week,0.013,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
27017,2025-12-03 22:52:49.500000000,0.754,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.654,199,Timestamp: 2/1/25-2/28/25,0.924940458,Past Brand Recency - Instacart,93,0.153,374821,Less than once a week,0.1,DashPass Benefits: Consistently adds valuable perks and benefits for members,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Benefits: Consistently adds valuable perks and benefits for members,False
42771,2025-12-03 22:52:49.529000000,0.869,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.848,168,Timestamp: 3/1/25-3/31/25,0.381850226,Past Brand Recency - Grubhub,118,0.024,374821,Several times a week,0.021,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Benefits Awareness: Access to exclusive deals for DashPass members,False
37008,2025-12-03 22:52:49.518000000,0.548,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.485,310,Timestamp: 2/1/25-2/28/25,0.878441258,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",282,0.131,374821,1,0.064,DashPass Benefits Awareness: Discounted rides with Lyft,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,DashPass Benefits Awareness: Discounted rides with Lyft,False
27903,2025-12-03 22:52:49.502000000,0.842,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.912,518,Timestamp: 3/1/25-3/31/25,0.971863081,Age,154,-0.077,374821,25-34,-0.07,Aided Awareness,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,Aided Awareness,False
33886,2025-12-03 22:52:49.513000000,0.167,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.0,6,Timestamp: 4/1/25-6/30/25,,Gender,1,0.0,374821,I prefer to self identify,0.167,BA: Is a brand I trust,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,BA: Is a brand I trust,False
37638,2025-12-03 22:52:49.519000000,1.0,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.604,1,Timestamp: 2/1/25-2/28/25,,Ethnicity,6,0.657,374821,Prefer not to answer,0.396,Brand Familiarity,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,Brand Familiarity,False
45573,2025-12-03 22:52:49.534000000,0.75,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),1.0,4,Timestamp: 4/1/25-6/30/25,,Ethnicity,7,-0.25,374821,Prefer not to answer,-0.25,Aided Awareness,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,Aided Awareness,False
1956,2025-12-03 22:52:49.429000000,0.5,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.412,10,Timestamp: 2/1/25-2/28/25,,Ethnicity,4,0.214,374821,Prefer not to answer,0.088,BA: Is a brand I trust,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,BA: Is a brand I trust,False
4627,2025-12-03 22:52:49.441000000,1.0,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),1.0,710,Timestamp: 3/1/25-3/31/25,,DashPass Benefit Awareness,54,0.0,374821,$0 Delivery + 1 Other Benefit (DP users),0.0,DashPass Aided Awareness,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Aided Awareness,False
12562,2025-12-03 22:52:49.465000000,0.84,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.722,25,Timestamp: 2/1/25-2/28/25,,DashPass Benefit Awareness,18,0.164,374821,$0 Delivery + 1 Other Benefit (DP users),0.118,BA MDS: Sets trends,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,BA MDS: Sets trends,False
5354,2025-12-03 22:52:49.443000000,0.373,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.379,813,Timestamp: 3/1/25-3/31/25,0.11897215,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",169,-0.016,374821,20+,-0.006,More than Restaurant Consideration: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Consideration: Fresh Food & Produce,False
20497,2025-12-03 22:52:49.488000000,0.803,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.678,76,Timestamp: 4/1/25-6/30/25,0.911316351,DashPass Benefit Awareness,66,0.184,374821,$0 Delivery + 1 Other Benefit (DP users),0.125,BA MDS: Is different,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,BA MDS: Is different,False
13289,2025-12-03 22:52:49.468000000,0.434,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.462,53,Timestamp: 2/1/25-2/28/25,0.279654056,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",158,-0.061,374821,20+,-0.028,More than Restaurant Consideration: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Consideration: Prepared Restaurant Food,False
